,Unnamed: 0,Customer_name,Date,Rating,Review_Title,Review,Sentimens,normal
313,313,hijriani,Maret 2020,5.0,Family trip to bali,"Saya happy stay disni krna fasilitasnya bagus, kolam renang besar dan bersih. Makanannya enak enak dan banyak pilihannya  Kami sekeluarga juga sempat mampir ke kidsclub Kidsclubnya bagus dan bersih. Ada beberapa activity di kidsclub dan anak kami ikut activity face painting Special thanks to asri dan repin",Positive,saya bahagia stay disni krna fasilitas bagus kolam renang bersih makan enak enak pilih kami keluarga mampir kidsclub kidsclubnya bagus bersih ada activity kidsclub anak activity face painting special terima kasih to asri repin
314,314,jovitadelarosa,Maret 2020,5.0,Short gateway,Kabur dari kepadatan jakarta ke sini dengan suasana yang tenang dan nyaman. Service sangat memuaskan semua staff ramah. Di bagian receptionist kami di sambut ramah dan cepat oleh pak stanley. Terimakasih pak stanley. Tentu kami akan balik lagi ke sofitel di liburan kami selanjutnya.,Positive,kabur padat jakarta suasana tenang nyaman service muas staff ramah di receptionist sambut ramah cepat stanley terimakasih stanley tentu sofitel libur lanjut
315,315,Tenny C,Februari 2020,5.0,Family time,"Kids villa temptnya bagus, banyak permainan yg tidak membosankan untuk anak” dan banyak activity seperti mewarnai, kraf, painting etc tempatnya sangan bersih outdood dan indoor dan yg sangat penting pelayanannya ramah, baik dan memuaskan...sangat cocok untuk anak , dan anak bisa di tinggal 4 jam disini... thanks to beli dwipa, asri dan repin... 😘😍",Positive,kids villa temptnya bagus main yang bosan anak activity warna kraf painting et cetera tempat sangan bersih outdood indoor yang layan ramah muas sangat cocok anak anak tinggal jam sini terima kasih to beli dwipa asri repin
316,316,Niken,Februari 2020,5.0,Liburan keluarga,"Saya dan keluarga sangat menikmati liburan di Bali. Menyenangkan tinggal di Sofitel bersama anak-anak. Mereka bermain di Kids club dengan miss Juni, dan miss Asri. Mereka juga diajak mewarnai dengan miss Novi.  Thank you Sofitel",Positive,saya keluarga nikmat libur bal senang tinggal sofitel anak mereka main kids club miss juni miss asri mereka ajak warna miss novi thank you sofitel
317,317,Fitri,Februari 2020,5.0,One of the perfect resort in bali,"Resort yg nyaman berada di lokasi yg sangat bagus. Service nya luar biasa semua staff sangat ramah. Mereka sangat peduli dgn sangat detail demi kenyamanan para tamu. Semua fasilitas ada mulai dr spa, gym, kids villa, pagi hari saya selalu menyempatkan diri untuk sedikit berolahraga, alat alat di gym sangat bagus tersedia stim dan sauna juga, anak saya sangat senang bermain di kids vila, di sana banyak aktivity dan juga mainan,  terimKasih kepada miss novi, miss eka dan miss repin sudah menemani anak saya bermain.",Positive,resort yang nyaman lokasi yang bagus service nya staff ramah mereka peduli dengan detail nyaman tamu semua fasilitas dari siapa gym kids villa pagi sempat olahraga alat alat gym bagus sedia stim sauna juga anak senang main kids vila aktivity main terimkasih miss novi miss eka miss repin tani anak main
318,318,Wati,Februari 2020,5.0,Kids villa,"Saya stay selama 5 hari di sofitel bersama keluarga, hotelnya menarik, luas dan pemandanganya sangat bagus, pantainya cantik dan breakfast nya juga oke,  anak saya sangat senang bermain di kids villa, di temani bermain bersama mba novi dan mba repin, banyak aktivity, mainan dan ada trampolin juga , terimakasih sofitel",Positive,saya stay sofitel keluarga hotel tarik luas pemandanganya bagus pantai cantik breakfast nya oke anak senang main kids villa teman main mbak novi mbak repin aktivity main trampolin terimakasih sofitel
319,319,Stephanie T,Februari 2020,5.0,Family holiday,"Sofitel selalu memberikan pelayanan yang terbaik, staff yang ramah ramah,kamar juga bersih dan saya sangat senang massage di pantai , anak saya sangat senang bermain di kids villa di temani dengan miss novi dan miss asri.. terimakasi banyak",Positive,sofitel layan baik staff ramah ramah kamar bersih senang massage pantai anak senang main kids villa teman miss novi miss asri terimakasi
320,320,Muhammad Tama,Februari 2020,5.0,Nice day,"Saya stay di sofitel bersama keluarga dalam  5hari , sangat  senang dengan pelayanan sofitel semua staff nya ramah dan selalu tersebyum setiap kali bertemu..  anak saya sangat senang bermain di kids pool dan kids villa , ada banyak mainan dan juga aktivity lainya, dan di sana juga ada play ground yg ada trampolin perosotan dll.  Terimakasih buat mba novi, mba asri dan bli dwipa, akan balik lagi saat liburan mendatang",Positive,saya stay sofitel keluarga 5hari senang layan sofitel staff nya ramah tersebyum kali temu anak senang main kids pool kids villa main aktivity lai play ground yang trampolin perosot dan lain-lain terimakasih mbak novi mbak asri bli dwipa libur
321,321,Dita A,Februari 2020,5.0,Lovely hotel,"Sudah sekian kali stay di sofitel tapi nga pernah bosan stay disini , setiap   liburan ke bali pasti stay disini,  pelayanan nya selalu memuaskan dan selalu punya rasa Ingin balik stay disini, anak saya selalu senang bermain di kids villa, ada banyak aktivity dan play ground, Terimakasih untuk mba Novi dan bu Asri sangat ramah kepada kami,  next holiday akan balik lagi kesini",Positive,sudah sekian kali stay sofitel nga bosan stay libur bal stay sini layan nya muas ingin stay sini anak senang main kids villa aktivity play ground terimakasih mbak novi bu asri ramah kami lanjut holiday kesini
322,322,Hardi,Februari 2020,5.0,Liburan bersama keluarga tercinta,"Liburan tahunan bersama keluarga sangat menyenangkan menginap di sofitel.kamar yang nyaman dan pantai yang bersih.     Menu breakfast sangat bervariasi dan saya juga sempat dinner di cucina makanan nya sangat saya  suka dan staff nya yg ramah ,   anak saya sangat senang bermain di kids club bermain dengan mb novi , dan saya tidak lupa juga mention bu asri yang sangat ramah menyabut kami.. terimakasih sofitel",Positive,libur tahun keluarga senang inap sofitel kamar nyaman pantai bersih menu breakfast variasi dinner cucina makan nya suka staff nya yang ramah anak senang main kids club main mbak novi lupa mention bu asri ramah sabut kami terimakasih sofitel
323,323,Santrikamarn,Februari 2020,5.0,Kunjungan ke Sofitel,"Keluarga kami sangat senang tinggal disini khususnya di Sofitel Bali Nusa Dua dan menikmati hari hari dengan beberapa kegiatan yang menyenangkan dan fun. Begitu banyak fasilitas ditempat ini yang dapat kita nikmati seperti gym, spa, pool dan pantainya yang indah Yang sangat berkesan untuk anak kami dapat menikmati fasilitas kids club' yang dipandu Kak Asri yang cantik dan ramah pada setiap tamu yang hadir Anak kami senang dan nyaman bermain disini",Positive,keluarga senang tinggal sofitel bal nusa dua nikmat giat senang fun begitu fasilitas tempat nikmat gym siapa pool pantai indah yang kesan anak nikmat fasilitas kids club pandu kak asri cantik ramah tamu hadir anak senang nyaman main
324,324,Hanovi20,Februari 2020,5.0,Happy and nice stay,Kami sangat beruntung stay di sofitel Bali dan beberapa kali stay dsni dan sangat enjoy bersama keluarga Dan baik banget mbak asri tanya feedback tentang stay kami Dan kami sangat senang ada staff yang sangat perhatian ingin menyapa kami saat dikolam renang Tempat ini indah,Positive,kami untung stay sofitel bal kali stay dsni enjoy keluarga dan banget mbak asri feedback stay dan senang staff perhati siapa kolam renang tempat indah
325,325,Nofi,Februari 2020,5.0,Great place,Sya Stay di sini selama 3 hari 2 malam bersama 2 putri saya.suasananya sangat nyaman dan sangat cocok untuk anak2. Udaranya sangat fresh di bali dan udaranya sangat bagus cocok untuk bersantai.saya juga suka variasi makanan di restaurantnya sangat enak. Anak2 saya suka menghabiskn waktu di kids villa..mereka mengikuti beberapa activity seperti craft making dan face painting. Special thanks to Repin and Novi. Hope can come back one day.,Positive,sya stay malam putri saya suasana nyaman cocok anak2 udara fresh bal udara bagus cocok santa saya suka variasi makan restaurantnya enak anak2 suka menghabiskn kids villa mereka ikut activity craft making face painting special terima kasih to repin and novi hope belum come back one day
326,326,Risma P,Februari 2020,5.0,Happy play in kids club,"Hotel yg super nyaman.. kita dpt banyak complimantary mulai upgrade kamar, birthday cake dan baby crip.. Kids club nya seru dan lengkap banget.. ada indoor dan outdoor nya.. ada coloring, ayunan, prosotan, plus Miss Novi & Miss Repin yang super humble.. thx to sofitel",Positive,hotel yang super nyaman dapat complimantary upgrade kamar birthday cake baby crip kids club nya seru lengkap banget indoor outdoor nya coloring ayun prosotan plus miss novi miss repin super humble terima kasih to sofitel
327,327,Masiano,Februari 2020,5.0,Liburan yg menyenangkan,"Hotel sofitel sangat reccomeended untuk spent time bersamana keluarga krna punya private beach yg cantik selama menginap di sofiel saya merasa  Sanagat menyenangkan, kamaarnya bersih dan rapi.. di sini juga tersedia gym dan  kids club untuk anak dengan  yang ramah , terimakasih untuk mba novi mengajak anak saya membuat jewelery making dan mba repin yg mengajak anak saya  coloring .. terimakasih sofitel😙😙😙",Positive,hotel sofitel reccomeended spent time bersamana keluarga krna private beach yang cantik inap sofiel sanagat senang kamaarnya bersih rapi sedia gym kids club anak ramah terimakasih mbak novi ajak anak jewelery making mbak repin yang ajak anak coloring terimakasih sofitel
328,328,Hendrik,Februari 2020,5.0,Nice service,"Sangat puas dengan pelayanan sofitel.. setiap ke bali pasti selalu stay di sofitel Servicenya selalu luar boasa memuaskan, semua staff sangat ramah.. anak saya sangat senang bermain di kids club membuat face painting dengan mba novi dan terimakasih juga untuk mba repin   sangat ramah menyabut kami... terimakasi sofitel",Positive,sangat puas layan sofitel bal stay sofitel servicenya boasa muas staff ramah anak senang main kids club face painting mbak novi terimakasih mbak repin ramah sabut kami terimakasi sofitel
329,329,Maya H,Februari 2020,5.0,Short escape,"Bisa liburan sebentar dari kepenatan jakarta itu luar biasa, dan nginepnya pun di sofitel nusa dua bali; liburan bareng 2 krucil itu ribet happy gimana gitu; untung di sofitel ada kids villa yang bisa bikin anak happy, ada indoor dan outdoor playground, nyaman banget tempatnya, dan tante-tante nya (baca: yang jaga dikids villa) itu baik banget, helpful, dan bikin happy anak2, i really enjoy with 2 babies ♥️♥️; thank you @novi @repin @asri ♥️😘",Positive,bisa libur sebentar penat jakarta biasa nginepnya sofitel nusa bal libur bareng krucil ribet bahagia bagaimana begitu untung sofitel kids villa bikin anak bahagia indoor outdoor playground nyaman banget tempat tante nya baca jaga dikids villa banget helpful bikin bahagia anak2 really enjoy with babies thank you novi repin asri
330,330,Suci Rahmadani,Februari 2020,5.0,Hotel terbaik,"Hotelnya bersih, pelayanannya ramah, tempat nya strategis.  Pengalaman nge gym dibantu mba novi yang super ramah banget❤️❤️❤️ Pokoknya bakal ngih dehhhhh kalau liburan ke bali pasti ke sofitellll🤩  Recomanded bgt!!!!",Positive,hotel bersih layan ramah nya strategis alam nge gym bantu mbak novi super ramah banget pokok ngih dehhhhh libur bal sofitellll recomanded banget
331,331,Daffa,Januari 2020,5.0,Good stay,"Datang liburan  bersama keluarga sangat nyaman stay d Sofitel..  banyak menu pilihan saat breakfast dan juga kamar yg nyaman , anak saya sangat senang bermain di kiss pool dan kiss villa.. terimakasih keada mba Novi dan mba asri yang sudah mengajak anak saya untuk bermain di kiss villa...  Di kiss vilaa juga banyak aktivitas seperti face paint, coloring, dll,  anak saya sangat happy terimakasih sofitel",Positive,datang libur keluarga nyaman stay sofitel menu pilih breakfast kamar yang nyaman anak senang main kiss pool kiss villa terimakasih ada mbak novi mbak asri ajak anak main kiss villa di kiss vilaa aktivitas face paint coloring dan lain-lain anak bahagia terimakasih sofitel
332,332,viana y,Januari 2020,5.0,Amazing stay,"Sudah beberapa kali menginap disini dan selalu puas dengan pelayananya saat stay disini, makanya kami balik lagi..  saat ini saya datang bersama keluarga saya, saya mengajak anak saya Daffa yang masih berumur 1,6 bulan untuk main di kids club, terimakasih kepada mba Novi dan mba asri yang sudah menemani anak saya bermain dan sangat ramah kepada anak saya.. anak saya sangat senang dan selalu ingin maiin ke kidd club' . Next holiday akan datang lagi kesini",Positive,sudah kali inap puas pelayananya stay sini lagi keluarga saya ajak anak daffa umur main kids club terimakasih mbak novi mbak asri tani anak main ramah anak saya anak senang maiin kidd club lanjut holiday kesini
333,333,Purmi,Januari 2020,5.0,stay bersama keluarga,"Sudah beberapa kali saya stay di sofitel dan kali ini saya  liburan bersama keluarga,     Sangat dan selalu puas dengan pelayanan nya dengan staff yang ramah , pilihan breakfast di kweezen juga sangat banyak sekali pilihan,  dan gym dengan fasilitas yang lengkap untuk stay liburan,   Dan kids club juga sangat bagus ada playground dan banyak aktivity dan mainan  serta staff yang sangat ramah ,  terimakasih untuk mba novi, bu asri yang sudah menjaga dan bermain bersama anak saya,, anak saya selalu ingin main di kids club, terimakasi sofitel",Positive,sudah kali stay sofitel kali libur keluarga sangat puas layan nya staff ramah pilih breakfast kweezen pilih gym fasilitas lengkap stay libur dan kids club bagus playground aktivity main staff ramah terimakasih mbak novi bu asri jaga main anak saya anak main kids club terimakasi sofitel
334,334,Lina L,Februari 2020,5.0,Happy Baby,"Anak kami bermain di kids club dan anak anak kami sangat suka dan mreka begitu menikmati bermain dengan wii sport nya dan baby toys dengan dipandu miss Asri dan Juni,novi kami sangat suka dan lega karena ada fasilitas seperti ini",Positive,anak main kids club anak anak suka mreka nikmat main wii sport nya baby main pandu miss asri juni novi suka lega fasilitas
335,335,Monica A,Februari 2020,5.0,Excellent Services,"Makasi untuk sofitel atas pelayanan nya terutama Tari. pelayanan nya luar biasa, dimana kami sangat merasakan kenyamanan dari mulai mengatur waktu untuk message, check out san segala kebutuann begitu whatsapp langsung respon.  jempol dan mau kasih bintang untung mba Tari👍👍",Positive,makas sofitel layan nya tari layan nya biasa mana rasa nyaman atur message check out san kebutuann whatsapp langsung respon jempol kasih bintang untung mbak tari
336,336,Roki Rian,Mar 2022,1.0,BAD SERVICE AND BELOW OUR EXPECTATION,"Sangat kecewa untuk stay di sofitel. Pengalaman saya terkilir di kids pool, minta pertolongan respon nya sangat lama dan minta tolong untuk di antar ke rs dan jawaban nya ‘TIDAK BISA’. Singkat cerita saya sewa driver dan berangkat sendiri. Ketika saya balik ke hotel dari rs, ada 2 staf dengan seragam berbeda (harus nya pangkat mrk lebi tinggi dari bell boy) saya turun dr mobil dengan kondisi hrs di bantu dengan kursi roda, 2 staf tersebut melihat kondisi saya tapi JANGANKAN MENANYAKAN KONDISI KAKI SAYA, MENYAPA SAYA AJA TIDAK. Dimana BASIC HOSPITALITY kalian yang jenjang karir nya lbh tinggi dari BELL BOY STAFF. Akhirnya saya memutuskan untuk CO dari hotel tersebut walaupun masi ada sisa 3 malam. Dan saat CO bagian receptionist nya pun tidak ada inisiatif bertanya kenapa…",Negative,sangat kecewa stay sofitel alam kilir kids pool tolong respon nya tolong rs nya tidak bisa singkat cerita sewa driver berangkat sendiri ketika hotel rs staf seragam beda harus nya pangkat mrk lebi bell boy turun dari mobil kondisi harus bantu kursi roda staf kondisi jangan tanya kondisi kaki saya siapa saya saja tidak mana basic hospitality jenjang karir nya lbh bell boy staff akhir putus co hotel mas sisa malam dan co receptionist nya inisiatif kenapa
