,Customer_name,Date,Rating,Review_Title,Review,Sentimens
115,Ganangrr,Oktober 2021,5.0,Liburan menyenangan di grandmas seminyak,"Tempat bersih, pelayanan ramah, menu sarapan cukup lumayan dan cepat, lokasi dekat dgn pantai. Ada sepeda dan parkiran cukup lumayan. Sambutan hangat dr bu ani staff. Sangat rekomendet untuk stay di grandmas seminyak bali",Positive
116,Yogi pinilih,Oktober 2021,5.0,Loburan akhir bulann,"Untuk lokasii enakk karena dekat dengan pantai, pelayanan oke terutama untuk bu Ani selaku manajer, kamarr nyaman, bersih dan enak. Kadang kala juga ada event musik, jadi ada hibirannya juga buat ngisi kekosongan waktu di bali dan rekomen banget buat kalian buat pada nginep sini",Positive
117,Rahayu,Oktober 2021,5.0,Liburan di Seminyak,"Baik, kamar bersih, pelayanan dan staff super. Yaitu mba Ani, mba Rista dan Sarah. Lokasi strategis dan dekat dengan pantai seminyak dan la plancha. Bisa meminjam sepeda, bisa berenang, pokoknya sangat recommended",Positive
118,Eko Arianto Rakhmatullah,Oktober 2021,5.0,Bali Trip,"Hotelnya oke bgt Pelayanan luar biasa daj sangat ramah Sangat sangat berkesan sekali Low cost high quality Very recommended Kalo ke bali, kudu nginep sini lagi nih Apalagi bawa keluarga, cocok bgt deh",Positive
119,Wisnu Family,Oktober 2021,5.0,Review Hotel,"Terima Kasih atas pelayanannya yg sangat2 ramah dan sopan2 utk pegawainya, saya check in di pagi hari (07.30) pun diterima dan tanpa ada penambahan biaya ..... harga kamar murah tapi bukan murahan, fasilitas OK, Suasana Hotel homey banget ..... Terima kasih Mba Ani, Rysta, putra & sara atas pelayanannya, Next kalo ke Bali pasti mampir kesini lagi ..... Saya kasih bintang 5 🌟🌟🌟🌟🌟",Positive
120,Puspa,Oktober 2021,5.0,Service hotel,"Pelayanan oke bgt remot tv segera di perbaiki di bantu oleh pak nyoman. Staf reseptionis nya ramah bgt mas ari mas juni, ibu ani, bersih bgt, nyaman, lokasi strategis jalan kaki seminyak. Pelayanan menginap satu malam di grandmas sangat sangat sangat menyenangkan. Pasti nginep disini lagi, recomended bgt! 👍🏽❤️❤️",Positive
121,Neng123,Oktober 2021,5.0,Best service,"Hotelnya bagus banget dengan pelayanan super ramah. Terima kasih atas pelayanannya buat bu Ani, Juni, dan Sara. Lokasi sangat strategis banget dekat pantai cuma 4 menit jalan kaki. Kamarnya bersih dan harga sangat hemat. Sukses selalu Grandmas Semjnyak",Positive
122,Pandu Wicaksono,Oktober 2021,5.0,Liburan di grandmas seminyak,"Bagus banget htlnya. Staffnya sgt ramah terima kasih atas pelayanannya buat  ( bu Ani, Yuna, Ari, beni ), lokasi sgt strategis dkt pantai cuma 4 menit jalan kaki. Fasilitas lengkap banget ada kolam renang, ada resto juga. Harga juga sangat bersahabat. Kami akan kembali lagi. Sukses buat Grandmas Seminyak",Positive
123,Gagas,Oktober 2021,5.0,Best Service hotel,"Pelayanannya sangat ramah, hotelnya bagus dan hotelnya sangat bersih. Fasilitas juga lengkap. Lokasi samgat strategis dekat pantai cuma 5 menits jaan kaki. Terima kasih kepda semua staff terutama buat bu Ani, Yuna dan Sara yang sudah sangat welcome dan super ramah. Sukses selalu buat Grandmas Seminyak",Positive
124,helmalia berta,Oktober 2021,5.0,Liburan di Grand mas hotel seminyak,"Tempatnya sangat strategis, dekat dengan pantai, kurang lebih 4 menit dengan jalan kaki, kamar bersih dan nyaman, stafnya ramah, untuk pelayanan dari staff ani, yuna, sara. harga sangat bersahabat, sangat rekomended untuk berlibur ke bali",Positive
125,Robi,Oktober 2021,5.0,Best service,"Hotelnya bagus, strategis banget dekat ke pantai hanya 5 menit, kamarnya bersih, fasilitas lengkap, harga sangat bersahabat, pelayanan super ramah terutama ibu ani, yuna dan sarah, sangat recomended untuk liburan di bali, kami akan kembali lagi..",Positive
126,susan chandra,Oktober 2021,5.0,grandplus hotel seminyak,"keren dari pelayanan nya, fasilitas nya, keamanan nya, oke🔥 ga nyesel, kalo mau kepantai seminyak jga cma jalan kaki karna deket dari penginapan, kalo ke bali nanti balik nginep disini lgi bareng temen2 kalo bisa🤤",Positive
127,Taufik ghege,Oktober 2021,5.0,Seperti rumah sendiri,"Lokasi dekat pantai 5menit dengan jalan kaki,kamar bersih fasilitas lengkap pelayanannya memuaskan terutama staf ramah terima kasih untuk ani,erista dan sarah...sukses terus dan pandemi cepat berlalu dan pariwisata bali cepat bangkit seperti dahulu",Positive
128,Keb3t0,Oktober 2021,5.0,Liburan di grandmas,"Overall is good, lokasi strategis, dekat pantai cuma 5 menit jalan kaki, kamar bersih, fasilitas lengkap, pegawai ramah, terima kasih atas pelayanan untuk ibu ani, rista, dan sarah. Untuk kedepan akan kembali lagi ^_^",Positive
129,Agung,Oktober 2021,5.0,Berlibur,"Penerima tamu sangat ramah..posisi pantai seminyak relatif dekat (kurang dari 400 m)..cukup dekat dengan berbagai lokasi yang diinginkan seperti kuta beachwalk, kuta beach square dll..fasilitas pendukung di kamar perlu ditingkatkan.",Positive
130,machii,Oktober 2021,5.0,Grandmas seminyak,"So greattt!!! kasur nya nyaman bgt, bersih, dan yg pasti affordable! cocok bgt buat solo trip. ohya deket bgt sama seminyak beach +- 300m. ac nya juga dingin okee bgtttt, receptionist nya sgt ramah sekali. ohya, buat packing bisa bgt pinjam gunting dan lakban di mbak receptionistnya, so ez and helpfull🔥🔥",Positive
131,Octavianes Chandra,Oktober 2021,5.0,Honeymoon and Holiday,"Trimakasih untuk Grandmass Team... Tempat bersih, nyaman, rapi, aman dan team yang selalu ramah menyapa, menolong disetiap saat.. Akan merindukan kalian semua  Recomended sekali utk balik lagi kesana !",Positive
132,Adie C,Oktober 2021,5.0,"Hotel recommend,tempat bagus dan strategies....sip lah pokok nya","hotel bersih,tempat bagus dan strategies....sip lah pokok nya  Pelayanan super ramah.  Terima kasih untuk Bu Ani, Ma's Putra dan mbak Sara kami akan kembali lagi tentunya  ,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤  Sussex Buat grandmas seminyak",Positive
133,Iqbal,Oktober 2021,5.0,Ulasan Hotel,"Pelayanan hotel sangat baik, kamar nyaman, lokasi dekat pantai jadi pas untuk yg ga mau jauh2 dari pantai. .............. kolam renangnya asik. Terimakasih untuk para petugas hotel yg dengan ikhlas membantu saya. mantabbb",Positive
134,greg,Oktober 2021,5.0,Ok bnget,"Lokasi strategis, Dekat pntai tinggal jalan kaki…….. staff ramah bgt……. Room bersih………….. Fasilitas oke…… Dekat ke tempat makan juga jadi gampang cari makan nya…… Oke buat wfb juga. Good price…………..,,",Positive
135,Tessa,Oktober 2021,5.0,Kunjungan menyenangkan di Grandmas Seminyak,"Sangat senang stay di Grandmas Seminyak, fasilitas lengkap, dekat dengan pantai, staff nya sangat ramah terutama HK team Agung, Kris . Front office team bu Ani , Mas Putra dan Sara. Sukses selalu buat Grandmas Seminyak🤍🤍🤍🤍🙏🙏🙏",Positive
136,Prima,Oktober 2021,5.0,Hotel dengan pelayanan super ramah,"Terimakasih untuk pelayanan yg baik, dan hotel sangat strategis. benar benar nyaman sekali, dekat dengan pantai hanya 5 menit bisa jalan kaki Enak tidak jauh dari minimarket, tidak jauh dari pantai. Untuk stafnya ramah sekali namanya any, putra, pak joko. Terimakasih banyak atas pelayanannya",Positive
137,Yulistiara L,Oktober 2021,5.0,Best hospitality at seminyak area,"Pelayanannya sangat ramah, makanannya sangat enak dan lokasi strategis sekali dekat dengan pantai seminyak, kemana-kemana sangatlah mudah. Terimakasih atas pelayanannya buat ibu ani, mas putra dan mbak sarah.",Positive
138,ernawati,Des 2013,1.0,Kecewa,"kecewa berat,saya kirim email tgl 12 desember untuk booking kamar tgl 15 des sd 17 des email saya diacuhkan, saya sudah call berkali kali ke grandmas mereka bilang mau kirim email tapi sampai 14 desember jam 4 pm tidak satupun email atau telp dari grandmas seminyak.",Negative
139,Dmasli,Okt 2013,2.0,layanan buruk,"Kami mengadakan kegiatan outing ke Bali tgl 27-29 September 2013 dan menginap di hotel Grandmas Seminyak. Sebagian dari kamar hotel yg kami tempati kondisinya sbb: - saluran air tersumbat - kamar tidak dibersihkan dan berdebu - sabun dan shampo tidak tersedia - sarapan sangat buruk (air putih tidak boleh refill, pembuatan nasi goreng, omelete makan waktu 30 menit masing2) Kesimpulannya, kami sangat tidak merekomendasikan hotel ini. Buruk !!!",Negative
140,TayJ_12,Mei 2018,1.0,hotel yang mengerikan,"Tidak menginap di hotel ini tapi kami tidak mengunjungi spa terletak di hotel ini. Layanan spa di hotel ini menyenangkan. Kami memesan grab taksi dari lobi setelah sesi kita dan karena kami mendekati ambil taksi yang kami tiba, pihak keamanan hotel mulai mengikuti ambil taksi di sangat agresif dan marah, dan dengan cara supir kami harus berkendara. Kami harus berjalan sangat jauh dari hotel untuk ambil. Kami board Kemudian kita belajar dari supir yang banyak hotel di Bali sebenarnya bermitra dengan taksi dan harga selangit cartels biaya untuk turis. Mereka juga mengintimidasi dan menakutkan online supir taksi ketika mereka mencoba untuk menjemput tamu mereka di hotel. Tidak merekomendasikan siapapun untuk menginap di hotel",Negative
141,zimbabwe,Feb 2018,2.0,sangat keras,"Kami hanya menginap di sini selama satu malam karena kami menginginkan sesuatu yang murah dan sederhana, jadi kami bisa pindah pada hari berikutnya. Kami hat didorong masa lalu itu beberapa kali sebelumnya karena kami memiliki airbnb sebelum di dekatnya dan saya pikir ini tampak bagus. Ia memiliki ulasan yang bagus pada pemesanan. com, jadi kami memutuskan untuk mencobanya. Tidak seperti sebuah ide yang bagus. Untungnya, kami memiliki penutup telinga untuk kabur dari musik karena ini berterusan dari jam 7 pagi - 2 pagi. Bagus musik dan bar di sebelah sangat bagus, tetapi jika anda ingin tidur tidak terlalu banyak. Kamarnya sangat kecil, seperti yang sudah disebutkan oleh orang lain dan kami",Negative
142,courtkneee,Nov 2017,1.0,kamar berbau,"Memesan hotel ini untuk malam terakhir kami di Bali. Kamar saya berbau seperti kapur barus dan lembab basement - bagus! Kamarnya sangat usang dan seperti orang lain telah menyadari, hotel ini sangat bising. Hindari sebisa mungkin. Ada begitu banyak hotel yang lebih murah di area yang indah, jangan memesan sebagai resor terakhir!",Negative
143,Joey C,Sep 2017,1.0,hotel mengerikan,"jadi untuk dua hari terakhir kami di Bali dan kami memutuskan untuk memesan kamar di Grandmas Hotel Seminyak. Apa kesalahan yang kami buat, seprai memiliki noda kuning pada mereka setelah kamar 'dibersihkan'. Kamar yang sangat kecil, kita bisa hampir tidak muat di bagasi. Kamar kami di lantai dasar dan ketika kita membuka jendela untuk udara segar kecil kami melihat ke bawah di lorong? Juga AC tidak bekerja. Berjalan ke resepsionis untuk meminta kamar lain dengan udara segar dan AC bekerja dengan baik. Mereka mengatakan bahwa mereka hanya memiliki kamar yang tersedia untuk besok, pemesanan. Com menunjukkan bahwa mereka memiliki beberapa kamar yang tersedia. Kami akan memeriksa besok dan menemukan kami sebuah hotel yang lebih baik untuk hari terakhir kami di Bali.",Negative
144,peter q,Sep 2017,1.0,pijat,"Mengunjungi nenek untuk dua hari di baris di pemesanan paket segarkan diri Anda.Hari pertama kami mendapat pijat bali standar setelah ini saya kembali untuk hari ini. Setengah jalan melalui saya relised lagi bahwa mereka melakukan pijat bali standar. Hari sebelum ketika kami memesan untuk kedua kalinya resepsionis dan tukang menjelaskan prosedur untuk merevitalisasi paket tur dengan siku. Ketika kami menunjukkan ini mereka mendapatkannya salah lagi, mereka menyalahkan itu pada kami. Dua hari berturut-turut, ya benar. Orang-orang ini tidak mendengarkan dan ketika pemesanan dua kali berturut-turut mereka untuk hal itu, akan pindah ke tempat lebih profesional Spa",Negative
145,alexander w,Agu 2017,1.0,hotel dari neraka,"Istri saya dan saya menginap di Grandmas setelah seminggu menginap di Harris Hotel. Kami disambut hangat oleh staf dan kami diberi sebuah kamar di lantai 5. Ketika saya membuka pintu saya sangat kagum pada ukuran kamar, Anda bahkan tidak bisa muat 2 koper di tempat ini dengan nyaman! Kamar ini digambarkan sebagai ruang ganda yang nyaman. Nyaman adalah tidak kata untuk itu lebih seperti peti mati. Di dalam kamar, kami menemukan semut merangkak seluruh toilet, cetakan di langit-langit dan noda di kamar mandi. Melanjutkan tema kecil, sarapan di Grandmas adalah lelucon. Jika Anda seperti nenek Anda yang benar-benar baik ukuran porsi, tapi untuk ukuran normal merakyat ini lebih kecil dari maskapai",Negative
146,Rahul,Jun 2017,2.0,mengecewakan,"Kami tinggal di beberapa tempat selama kunjungan kami di Bali, tetapi di antara semua. Saya dapat dengan jelas mengatakan ini adalah salah satu yang paling mengecewakan. Kami tiba terlambat di sekitar 8 pm di sini dan tinggal hanya sampai jam 6 pagi karena itu hari terakhir kami di Bali dan kami akan belum naik setelah beberapa tempat sebelum meninggalkan negara. Hal pertama adalah, tidak ada porter atau staf yang akan membantu Anda dengan barang bawaan. Karena kami memiliki beberapa barang, kami harus membawanya sendiri ke kamar. Kesan pertama kami saat memasuki kamar hotel ini adalah tempat yang sangat kecil. Tapi itu tidak masalah karena kami tahu ini ketika kami memesan",Negative
147,MYK712,Mei 2017,2.0,akan menurun cepat,"Kami telah tinggal di sini sebelum pada kunjungan sebelumnya ke Bali. Masih tidak ada keluhan tentang hotel itu sendiri. Bersih. Rapi. Staf yang sopan dan membantu dan parkir. Tapi - - - - restoran dan bar yang saya percaya adalah benar-benar dikelola secara menarik dari Hotel. Makanan yang sangat baik. Tidak ada keluhan di sana. Menu perubahan secara teratur dan makanan adalah standar yang tinggi tetapi layanan ini mengerikan. Saya menggunakan Indonesia Tingkat Layanan kadang-kadang tidak apa yang seharusnya hotel ini tetapi ini adalah hanya polos tebal banyak! Mereka lupa sarapan saya sama sekali dan ketika teman saya diminta untuk tomat di Roti Panggang dari Inggris penuh sarapan pagi",Negative
148,butchame,Mei 2017,2.0,Mrs,"Kami menemukan semua staf indah, ayu di restoran adalah sangat penuh perhatian. Tapi ada juga pemilik (Sebastian) Ia begitu sombong bahwa itu adalah pengalaman yang indah untuk kami. Tidak akan tinggal di sini lagi karena dia.",Negative
149,StephoGo,Apr 2017,2.0,tidak cukup,"Saya tahu itu tidak akan menjadi besar. Pada dasarnya saya sangat tepat. Kamar sangat kecil. Kamar mandi adalah sangat dasar dan agak tua dan usang. Untuk kamar mandi Anda punya dua pilihan. Juga tidak ada tekanan air tapi meneteskan air. Atau lebih sedikit tekanan tetapi dingin. Saya pergi dengan meneteskan air panas. Tidak terlalu bagus. Bukan hanya itu tetapi tempat yang sangat bising dengan beberapa gadis berteriak dan tertawa dengan suara kolam renang sampai 1 jam. Juga berhati-hatilah dari lift. Pintu dengan cepat dan sensor tidak bekerja sehingga mereka menutup Di tangan saya. Suami saya telah untuk membongkar mereka terbuka dan sekarang saya memiliki memar di lengan bawah. Suami saya memesan tempat ini untuk kami dua malam di Seminyak sebelum kami pergi ke sebuah resor di Nusa Dua. Hotel ini terletak di lokasi yang baik tetapi ada banyak hotel yang lebih bagus di daerah yang sangat baik harga. Jika Anda ingin sebuah asrama kamar standar kemudian pergi untuk itu. Grandmas untuk anda!",Negative
150,SamShyngle,Mar 2017,2.0,sangat bising,"Kami menginap di Grandmas Seminyak untuk 4 malam dan pasti menyesal saat live musik yang memainkan musik di tengah malam tetap dan kami bisa mendengar musik yang sangat jelas seperti di dinding kamar tidur yang terbuat dari karton. Jika Anda ingin tidur atau memiliki anak kecil pasti tidak tinggal di sini, musik di malam hari akan Anda gila. Selain dari musik yang keras, namun kamar cukup bagus, sedikit kecil. Staf yang ramah dan suasana hotel yang bagus. Sarapannya baik namun, untuk harga itu, makanan kecil. Lokasi yang baik meskipun, tidak ada untuk melakukan di Seminyak dan pantai mengerikan jadi pada dasarnya lewati Seminyak secara keseluruhan. Meskipun, hotel ini cukup baik suara dari musik di malam",Negative
151,Phil S,Mar 2017,1.0,memalukan,"Sayangnya ini bukan pengalaman yang menyenangkan untuk saya dan istri saya. Itu semua dimulai dengan sangat baik sampai kami meninggalkan. Kami tinggal di sini selama 2 malam, hotel nyaman tetapi staf sikap yang jelek. Penerbangan kami tidak sampai malam dan kami bertanya apakah kami bisa meminjam kamar untuk beberapa saat sehingga kami bisa mandi, mereka mengatakan tidak ada karena mereka tidak memiliki apapun kamar yang tersedia, itu tidak benar karena orang-orang setelah kami berjalan dan memesan sebuah kamar di sana dan kemudian. jadi pilihan untuk mandi di kolam kecil tepat di depan restoran. Sekarang saya tidak berpikiran tapi ketika kami menjelaskan kepada staf bahwa istri saya sedang hamil,",Negative
152,Natalie C,Des 2016,2.0,checkout,"Kami tinggal di sana selama satu malam. Ini adalah hotel yang bagus, kamar bersih, sarapan sangat baik. Wi Fi sementara mereka memberikan kode yang jam tidak bekerja. Di pagi hari kami check out kami bertanya tentang mandi sebelum penerbangan panjang kembali ke Inggris. Kami diberitahu oleh salah satu anggota staf bahwa hotel penuh sehingga tidak ada kamar yang tersedia untuk layanan. Pancuran hanya mereka telah berada di luar di sebelah restoran sehingga ketika pelanggan memiliki makanan mereka seseorang mandi di sebelah mereka. Kemudian ketika kami kembali untuk mendapatkan koper kami di sana untuk mengambil beberapa item untuk mandi kami mendengar beberapa meja depan mengatakan",Negative
153,Miranda P,Nov 2016,2.0,sangat buruk,"Hotel yang bagus. Kamar cukup kecil, seperti kamar asrama. Kami menyadari bahwa ada banyak semut kecil yang berkeliaran di sekitar kamar tapi tidak mengganggu kami banyak. Tempat tidur adalah nyaman. Kamar mandi memiliki tekanan air yang kecil. Semua dalam semua tempat yang bagus jika Anda tidak berencana berada di sana sepanjang hari. Namun. Saya akan pergi ke sebuah restoran yang berbeda untuk makan. Server yang sangat baik tetapi sangat lambat dan tidak kompeten. Kami benar-benar melihat manajer yang memberi kami meja di seberang dari salad saya dan kemudian menyadari itu adalah di meja salah, mengambil setelah dia makan beberapa stroberi yang jauh jauh dari itu dan benar-benar",Negative
